Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total_Conexiones,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Accesos por cada 100 hogares
2020,1,La Pampa,89110,116,89226,293000000,811000000,72740,7199000,3029000,1342000,2113,1618000,75.77
2020,1,La Rioja,48337,3,48340,21000000,1000000,37209,5158000,4640000,22000000,1294,0,46.35
2020,1,Mendoza,182837,615,183452,58000000,40000000,140410,12285000,17489000,2860000,3818,0,33.14
2020,1,Misiones,133552,0,133552,71000000,524000000,36622,21271000,26433000,11581000,26313,10885000,39.02
2020,1,Neuquén,121354,373,121727,218000000,327000000,60152,5257000,7123000,5399000,43738,0,61.85
2020,1,Río Negro,125699,501,126200,114000000,466000000,69154,2930000,7857000,3199000,25488,17719000,55.12
2020,1,Salta,170379,2,170381,129000000,514000000,38537,63714000,17991000,8625000,34744,6441000,49.6
2020,1,San Juan,63975,256,64231,48000000,194000000,59787,1594000,1292000,40000000,127,4779000,32.39
2020,1,San Luis,110404,148,110552,105000000,0,11322,4164000,525000000,58258000,5,36075000,76.31
2020,1,Santa Cruz,38625,197,38822,67000000,11000000,27447,4993000,5169000,529000000,119,0,35.97
2020,1,Santa Fe,770981,137,771118,696000000,2994000,217553,196826000,104560000,48448000,173823,17656000,69.52
2020,1,Santiago Del Estero,102754,1,102755,133000000,1779000,33086,56884000,3737000,135000000,2799,4501000,42.47
2020,1,Tierra Del Fuego,38505,289,38794,11000000,1000000,22976,5024000,1834000,196000000,518,7046000,76.07
2020,1,Tucumán,200045,22,200067,52000000,97000000,49555,50383000,31096000,1730000,67536,0,47.85
2019,4,Buenos Aires,3681120,5134,3686254,33489000,27537000,1177446,262297000,247106000,452570000,1465133,20676000,64.25
2019,4,Capital Federal,1356695,1410,1358105,307000000,15000000,177098,110218000,110852000,205810000,753805,0,106.25
2019,4,Catamarca,38310,1,38311,63000000,0,9945,7619000,9305000,804000000,7477,3098000,36.44
2019,4,Chaco,117900,3,117903,83000000,0,25899,18959000,30902000,13516000,21556,6988000,36.84
2019,4,Chubut,95292,810,96102,158000000,4000000,69405,12945000,7615000,1240000,614,4121000,51.15
2019,4,Córdoba,806633,55,806688,142000000,0,232781,118232000,109330000,114111000,221742,10350000,70.48
2019,4,Corrientes,113831,3,113834,72000000,0,35055,20620000,27367000,9981000,15744,4995000,38.77
2019,4,Entre Ríos,239017,13,239030,47000000,0,88203,44511000,42962000,18976000,30153,14178000,57.99
2019,4,Formosa,46711,0,46711,1127000,191000000,24606,6319000,6788000,1766000,5671,243000000,30.47
2019,4,Jujuy,88881,0,88881,55000000,0,32920,9632000,26764000,102000000,5286,14122000,45.38
2019,4,La Pampa,90280,119,90399,293000000,313000000,76747,6900000,1951000,1287000,1342,1566000,76.92
2019,4,La Rioja,48999,3,49002,21000000,0,37846,5045000,4763000,22000000,1305,0,47.14
2019,4,Mendoza,185157,623,185780,746000000,9000000,145139,12955000,15237000,2165000,2628,6901000,33.65
2019,4,Misiones,135813,0,135813,71000000,0,39664,20840000,27305000,15626000,20799,11508000,39.79
2019,4,Neuquén,116069,376,116445,218000000,1000000,57370,4439000,7357000,12059000,35001,0,59.36
2019,4,Río Negro,126636,504,127140,114000000,0,71847,2797000,8558000,6968000,19837,17019000,55.71
2019,4,Salta,172443,2,172445,149000000,1000000,42159,67656000,15369000,14170000,25821,7120000,50.35
2019,4,San Juan,64715,259,64974,48000000,1000000,60626,1594000,1292000,40000000,127,1246000,32.85
2019,4,San Luis,108053,148,108201,105000000,0,11901,4164000,525000000,55216000,3,36287000,74.92
2019,4,Santa Cruz,39170,200,39370,67000000,0,32368,4346000,2224000,7000000,8,350000000,36.71
2019,4,Santa Fe,769019,150,769169,698000000,0,230234,190664000,113527000,70998000,135576,27472000,69.48
2019,4,Santiago Del Estero,103587,1,103588,133000000,908000000,34911,56309000,3756000,105000000,2449,5017000,42.92
2019,4,Tierra Del Fuego,40101,291,40392,11000000,0,23593,5050000,1848000,139000000,1962,7789000,79.7
2019,4,Tucumán,198621,23,198644,55000000,0,54544,52017000,28916000,6405000,56707,0,47.65
2019,3,Buenos Aires,3950114,10119,3960233,238920000,44648000,1432722,222812000,260505999,483572000,1246209,42294000,69.36
2019,3,Capital Federal,1437734,3477,1441211,104000000,368000000,269704,120924000,138011000,258591000,655108,0,112.65
2019,3,Catamarca,32391,9,32400,34000000,43000000,14449,9285000,6333000,72000000,15,2151000,30.88
2019,3,Chaco,114438,13,114451,69000000,1216000,32764,28198000,13336000,12987000,16740,6917000,35.85
2019,3,Chubut,87481,1524,89005,74000000,840000000,62680,13033000,7171000,1240000,614,4500000,47.57
2019,3,Córdoba,782946,107,783053,83000000,5824000,240151,106651000,118486000,146247000,157546,7353000,68.59
2019,3,Corrientes,112749,10,112759,10000000,597000000,42231,29628000,10348000,10388000,12674,4780000,38.49
2019,3,Entre Ríos,238057,45,238102,19000000,4446000,99656,56161000,17064000,21216000,22645,15107000,57.9
2019,3,Formosa,46066,0,46066,1110000,349000000,24943,6049000,7117000,2262000,4443,100000000,30.11
2019,3,Jujuy,86575,1,86576,27000000,885000000,31722,9240000,26835000,56000000,3671,16545000,44.32
2019,3,La Pampa,90559,269,90828,237000000,3289000,75849,5922000,1611000,1359000,941,1618000,77.45
2019,3,La Rioja,49659,18,49677,9000000,10000000,38657,4786000,4887000,22000000,1307,0,47.94
2019,3,Mendoza,223015,1322,224337,21000000,1269000,206821,2958000,10093000,1263000,349,0,40.74
2019,3,Misiones,133883,0,133883,47000000,1928000,43530,29375000,11256000,16107000,16650,12206000,39.33
2019,3,Neuquén,123435,1986,125421,45000000,2258000,62909,4586000,9597000,16923000,28458,122000000,64.14
2019,3,Río Negro,143391,904,144295,47000000,1234000,87435,2348000,9779000,10176000,15505,17719000,63.42
2019,3,Salta,151834,1,151835,49000000,900000000,43160,62230000,14309000,11418000,12357,7515000,44.48
2019,3,San Juan,72535,563,73098,22000000,171000000,68315,2245000,1267000,41000000,128,4779000,37.06
2019,3,San Luis,122409,291,122700,57000000,100000000,18643,5113000,467000000,62242000,5,36075000,85.23
2019,3,Santa Cruz,37642,328,37970,28000000,84000000,31612,4472000,1203000,27000000,4,0,35.63
2019,3,Santa Fe,760706,228,760934,640000000,8183999,242454,193286000,107068000,84325000,97082,19537000,68.87
2019,3,Santiago Del Estero,133130,2,133132,39000000,1832000,35554,55172000,3612000,86000000,1836,34501000,55.3
2019,3,Tierra Del Fuego,48043,544,48587,6000000,14000000,32133,4692000,1756000,82000000,226,9648000,96.46
2019,3,Tucumán,164099,32,164131,16000000,110000000,71043,47693000,24354000,843000000,20385,0,39.49
2019,2,Buenos Aires,3845594,10104,3855698,199768000,46852000,1436259,217785000,438663000,502275000,985767,43438000,67.85
2019,2,Capital Federal,1412177,3443,1415620,74000000,1027000,281370,124087000,239691000,296155000,475991,0,110.55
2019,2,Catamarca,33626,9,33635,34000000,43000000,16631,8670000,6049000,34000000,10,2151000,32.13
2019,2,Chaco,108721,13,108734,69000000,1383000,38488,26431000,16789000,15348000,9904,1492000,34.14
2019,2,Chubut,86038,1518,87556,66000000,3952000,69032,10049000,1495000,74000000,165,4500000,46.99
2019,2,Córdoba,775023,105,775128,81000000,8164999,248427,100512000,157458000,170159000,76053,8938000,68.07
2019,2,Corrientes,111539,10,111549,10000000,3012000,40424,27774000,13114000,11928000,7119,6080000,38.16
2019,2,Entre Ríos,235780,44,235824,18000000,5905000,100687,52316000,23196000,24221000,10664,17206000,57.48
2019,2,Formosa,46438,0,46438,1110000,349000000,26512,5399000,8384000,2639000,2258,100000000,30.42
2019,2,Jujuy,86706,1,86707,27000000,940000000,26233,8441000,26700000,27000000,2600,21765000,44.51
2019,2,La Pampa,89937,268,90205,236000000,3289000,75406,5191000,1366000,1445000,629,2661000,77.08
2019,2,La Rioja,50283,18,50301,9000000,11000000,39819,4297000,4857000,13000000,1298,0,48.7
2019,2,Mendoza,222535,1322,223857,20000000,2522000,205165,2971000,10092000,1256000,234,0,40.75
2019,2,Misiones,132878,0,132878,47000000,2226000,45769,27385000,15408000,18882000,8129,12206000,39.15
2019,2,Neuquén,120954,1999,122953,302000000,3038000,61776,4688000,17318000,21210000,14132,422000000,63.08
2019,2,Río Negro,137632,915,138547,384000000,1354000,86366,2201000,10291000,12407000,6907,18519000,61.09
2019,2,Salta,142567,1,142568,49000000,974000000,59638,36923000,16961000,14059000,6461,7585000,41.89
2019,2,San Juan,69461,564,70025,22000000,213000000,60913,2177000,785000000,7000000,4,6119000,35.6
2019,2,San Luis,117094,291,117385,57000000,102000000,16575,4964000,467000000,57236000,5,37977000,81.79
2019,2,Santa Cruz,30225,325,30550,25000000,84000000,24861,3806000,1202000,28000000,4,0,28.85
2019,2,Santa Fe,743258,226,743484,321000000,8427000,300124,125176000,129741000,100131000,49865,22323000,67.42
2019,2,Santiago Del Estero,126752,2,126754,39000000,1832000,63268,21362000,3741000,108000000,1205,34501000,52.79
2019,2,Tierra Del Fuego,46910,544,47454,6000000,123000000,41824,4241000,1573000,96000000,32,0,94.8
2019,2,Tucumán,166299,32,166331,16000000,157000000,78891,44296000,24291000,628000000,18394,0,40.14
2019,1,Buenos Aires,3736563,10104,3746667,162513000,72296000,1429964,202511000,576428000,576859000,705769,6369000,66.24
2019,1,Capital Federal,1396157,3443,1399600,74000000,7417000,283787,131007000,330122000,365713000,283463,0,109.2
2019,1,Catamarca,33613,9,33622,34000000,1708000,18761,6443000,5606000,29000000,7,2151000,32.19
2019,1,Chaco,103664,13,103677,69000000,3801000,38719,25632000,18965000,12393000,6368,1035000,32.64
2019,1,Chubut,78260,1518,79778,66000000,3938000,71077,6571000,787000000,74000000,165,0,43.0
2019,1,Córdoba,744010,105,744115,81000000,20403000,242769,96997000,200681000,127965000,50716,6806000,65.52
2019,1,Corrientes,102477,10,102487,10000000,6470000,38402,26562000,15498000,9688000,5029,0,35.13
2019,1,Entre Ríos,232403,44,232447,18000000,9217000,107013,50068000,28957000,18146000,7619,12142000,56.79
2019,1,Formosa,45211,0,45211,1110000,3023000,23085,5301000,9027000,2099000,1654,0,29.68
2019,1,Jujuy,90146,1,90147,27000000,2817000,30727,7811000,4021000,30000000,1141,37162000,46.41
2019,1,La Pampa,88892,268,89160,236000000,8327000,70538,4466000,1061000,1354000,405,698000000,76.35
2019,1,La Rioja,51638,18,51656,9000000,1169000,40285,4088000,5216000,17000000,869,0,50.18
2019,1,Mendoza,204976,1322,206298,20000000,1786000,205383,2837000,5702000,111000000,140,0,37.66
2019,1,Misiones,122720,0,122720,47000000,5946000,45266,25890000,19111000,16552000,5167,7654000,36.26
2019,1,Neuquén,112321,2056,114377,1328000,3055000,52360,1781000,21452000,17135000,11026,6105000,58.88
2019,1,Río Negro,120173,915,121088,384000000,1583000,84845,2037000,13615000,9567000,5076,3719000,53.57
2019,1,Salta,136019,1,136020,49000000,4232000,59244,36473000,22910000,10861000,2242,1000000,40.1
2019,1,San Juan,61881,564,62445,22000000,229000000,62380,266000000,520000000,3000000,2,560000000,31.83
2019,1,San Luis,96044,291,96335,57000000,120000000,21380,53214000,345000000,6000000,2,23577000,67.34
2019,1,Santa Cruz,24580,325,24905,25000000,128000000,21990,2731000,702000000,26000000,4,0,23.67
2019,1,Santa Fe,736851,227,737078,333000000,29350000,296798,122959000,153212000,74575000,36502,18591000,66.97
2019,1,Santiago Del Estero,89851,2,89853,39000000,3372000,62895,20691000,3959000,85000000,494,0,37.52
2019,1,Tierra Del Fuego,45903,544,46447,6000000,131000000,38851,3623000,641000000,80000000,29,0,93.38
2019,1,Tucumán,171970,32,172002,16000000,5188000,82240,42877000,26210000,847000000,14839,0,41.63
2018,4,Buenos Aires,3626502,10104,3636606,134673000,73761000,1422463,194426000,577679000,949093000,265386,19125000,64.6
2018,4,Capital Federal,1385577,3443,1389020,74000000,7388000,283281,143309000,330496000,437662000,186810,0,108.27
2018,4,Catamarca,33574,9,33583,34000000,1669000,17955,6425000,5461000,29000000,7,2003000,32.23
2018,4,Chaco,103257,13,103270,69000000,3405000,36437,25633000,18965000,12393000,6368,0,32.59
2018,4,Chubut,77204,1518,78722,66000000,3917000,66061,6215000,531000000,623000000,165,1144000,42.61
2018,4,Córdoba,737234,105,737339,81000000,24102000,228475,97277000,201639000,128053000,48809,8903000,65.09
2018,4,Corrientes,100591,10,100601,10000000,6438000,37376,26562000,15498000,9688000,5029,0,34.57
2018,4,Entre Ríos,222003,44,222047,18000000,8769000,94780,50027000,29002000,18146000,7612,13693000,54.37
2018,4,Formosa,45204,0,45204,1110000,3074000,22962,5285000,9027000,2092000,1654,0,29.74
2018,4,Jujuy,90132,1,90133,27000000,2803000,30727,7811000,4021000,30000000,1141,43573000,46.53
2018,4,La Pampa,85368,268,85636,241000000,7727000,70508,3661000,978000000,1328000,270,923000000,73.49
2018,4,La Rioja,51633,18,51651,9000000,1164000,40285,4088000,5216000,17000000,869,3000000,50.35
2018,4,Mendoza,204982,1322,206304,20000000,1463000,197450,2494000,4726000,19000000,132,0,37.76
2018,4,Misiones,116273,0,116273,47000000,5981000,43267,26019000,19226000,16566000,5167,0,34.45
2018,4,Neuquén,112309,2056,114365,1328000,3044000,52313,1781000,21452000,17135000,11025,6287000,59.07
2018,4,Río Negro,115922,915,116837,384000000,1225000,83412,643000000,13440000,9569000,5070,3094000,51.86
2018,4,Salta,134577,1,134578,49000000,3659000,58492,36365000,22910000,10861000,2242,0,39.8
2018,4,San Juan,61834,564,62398,22000000,1465000,59811,180000000,312000000,1000000,1,606000000,31.9
2018,4,San Luis,96040,291,96331,57000000,109000000,19164,53183000,119000000,62000000,2,23635000,67.55
2018,4,Santa Cruz,24443,325,24768,25000000,115000000,23107,779000000,206000000,1000000,4,531000000,23.69
2018,4,Santa Fe,720161,229,720390,335000000,31397000,276301,121009000,152039000,74432000,36427,28450000,65.59
2018,4,Santiago Del Estero,89333,2,89335,39000000,3250000,61347,20127000,3686000,77000000,483,326000000,37.4
2018,4,Tierra Del Fuego,45716,544,46260,6000000,27000000,29919,6323000,9894000,24000000,67,0,93.59
2018,4,Tucumán,171972,32,172004,16000000,5244000,82089,42766000,26111000,847000000,14839,92000000,41.76
2018,3,Buenos Aires,3599714,10563,3610277,991000000,80459000,1445733,190805000,636090000,897964000,237248,120464000,64.44
2018,3,Capital Federal,1385804,6686,1392490,73000000,8493000,287919,147253000,370677000,415020000,165055,0,108.45
2018,3,Catamarca,34215,11,34226,34000000,1994000,18475,6358000,5320000,34000000,7,2151000,32.92
2018,3,Chaco,102021,12,102033,70000000,3503000,38729,24916000,20335000,11085000,5667,1035000,32.28
2018,3,Chubut,101310,2426,103736,67000000,3951000,91096,6162000,531000000,623000000,164,0,56.39
2018,3,Córdoba,725764,94,725858,81000000,24767000,224471,96372000,221984000,109333000,39854,6490000,64.24
2018,3,Corrientes,99445,11,99456,11000000,6754000,38364,24953000,16601000,8357000,4419,0,34.25
2018,3,Entre Ríos,204560,48,204608,18000000,9048000,96095,45651000,31353000,15111000,6786,0,50.22
2018,3,Formosa,44865,0,44865,1110000,3365000,22624,5259000,9336000,1729000,1434,0,29.58
2018,3,Jujuy,44934,1,44935,345000000,3020000,29048,7756000,4066000,39000000,623,0,23.26
2018,3,La Pampa,83180,244,83424,242000000,8417000,68507,3153000,920000000,1189000,216,698000000,71.75
2018,3,La Rioja,51855,17,51872,9000000,1291000,40647,4138000,5425000,20000000,339,0,50.73
2018,3,Mendoza,205545,1484,207029,20000000,1525000,199297,2476000,4727000,27000000,129,0,37.99
2018,3,Misiones,108042,0,108042,48000000,5749000,39617,24747000,21212000,14674000,4547,0,32.1
2018,3,Neuquén,114713,2005,116718,1396000,2244000,55822,1647000,23785000,15218000,9718,6105000,60.49
2018,3,Río Negro,112433,1059,113492,409000000,5221000,75929,512000000,14912000,8470000,4332,3719000,50.54
2018,3,Salta,132882,1,132883,116000000,3721000,61795,32782000,25582000,9224000,502,0,39.43
2018,3,San Juan,63823,658,64481,22000000,1326000,62525,180000000,312000000,3000000,1,0,33.05
2018,3,San Luis,74121,300,74421,57000000,109000000,19170,52940000,119000000,63000000,2,1902000,52.35
2018,3,Santa Cruz,33565,434,33999,26000000,116000000,32815,778000000,206000000,1000000,3,0,32.73
2018,3,Santa Fe,694883,217,695100,467000000,36786000,269211,115907000,162545000,62479000,31266,13911000,63.41
2018,3,Santiago Del Estero,86358,2,86360,41000000,2550000,60260,19116000,3806000,64000000,265,0,36.25
2018,3,Tierra Del Fuego,45056,508,45564,6000000,187000000,41569,2270000,231000000,24000000,13,0,92.77
2018,3,Tucumán,171135,31,171166,16000000,5993000,81559,43282000,27062000,941000000,12187,0,41.68
2018,2,Buenos Aires,3490134,10565,3500699,1008999,81354000,1459443,295457000,816056000,536049000,199589,113357000,62.78
2018,2,Capital Federal,1362498,6688,1369186,73000000,9234000,290291,219166000,445345000,264805000,142253,0,106.53
2018,2,Catamarca,34078,11,34089,34000000,2414000,14624,6112000,4347000,36000000,6,6500000,32.86
2018,2,Chaco,98509,12,98521,70000000,2968000,34167,24282000,21887000,9251000,4630,1035000,31.25
2018,2,Chubut,98137,2427,100564,67000000,4471000,85598,5369000,4000000,5000000,9,5010000,54.9
2018,2,Córdoba,712979,94,713073,81000000,21779000,219630,102596000,244291000,78852000,34950,8109999,63.27
2018,2,Corrientes,97946,11,97957,11000000,7047000,38268,24066000,17926000,6780000,3862,0,33.81
2018,2,Entre Ríos,199937,48,199985,18000000,8179000,94459,44570000,34281000,12012000,5920,0,49.2
2018,2,Formosa,44554,0,44554,1110000,3568000,22409,5176000,9727000,1313000,1243,0,29.43
2018,2,Jujuy,45132,1,45133,345000000,3320000,29319,8083000,3977000,44000000,7,0,23.43
2018,2,La Pampa,82177,244,82421,244000000,8797000,68083,2409000,965000000,969000000,179,698000000,71.04
2018,2,La Rioja,51931,17,51948,9000000,1384000,40679,4198000,5640000,20000000,15,0,50.98
2018,2,Mendoza,199468,1484,200952,20000000,1658000,164596,515000000,266000000,17000000,72,33788000,36.97
2018,2,Misiones,106147,0,106147,48000000,6092000,39489,23569000,23747000,11888000,3866,0,31.63
2018,2,Neuquén,113842,2006,115848,1396000,2408000,56035,1314000,26417000,12442000,8551,6105000,60.24
2018,2,Río Negro,111176,1059,112235,409000000,5298000,75056,523000000,16480000,6663000,3725,3975000,50.15
2018,2,Salta,134166,1,134167,116000000,3990000,61763,33285000,28431000,7239000,182,0,39.94
2018,2,San Juan,63443,658,64101,22000000,1378000,57591,11000000,0,3000000,0,5068000,32.95
2018,2,San Luis,21168,300,21468,57000000,101000000,11992,11000000,0,7000000,2,9284000,15.15
2018,2,Santa Cruz,33970,435,34405,26000000,120000000,28600,655000000,100000000,1000000,3,4267000,33.33
2018,2,Santa Fe,684243,309,684552,744000000,34267000,262603,112143000,175540000,50525000,26512,22257000,62.57
2018,2,Santiago Del Estero,83773,2,83775,41000000,2717000,41362,18721000,3278000,31000000,31,17589000,35.26
2018,2,Tierra Del Fuego,44199,508,44707,6000000,188000000,40912,2217000,75000000,0,0,107000000,91.61
2018,2,Tucumán,169926,31,169957,16000000,6735000,79899,44968000,27059000,1084000,8784,1305000,41.51
2018,1,Buenos Aires,3464882,10564,3475446,1514000,74766000,1445752,292732000,886678000,480237000,184203,105818000,62.63
2018,1,Capital Federal,1359882,6688,1366570,89000000,10039000,292566,222737000,487826000,227953000,127384,0,106.24
2018,1,Catamarca,33934,11,33945,34000000,2896000,14770,6145000,3539000,41000000,4,6500000,32.79
2018,1,Chaco,96925,12,96937,70000000,3261000,32516,24488000,23296000,8219000,3897,1035000,30.83
2018,1,Chubut,95532,2427,97959,67000000,4314000,83161,5358000,4000000,5000000,9,5010000,53.72
2018,1,Córdoba,713825,101,713926,281000000,23922000,222815,104300000,266259000,57137000,29228,10049000,63.52
2018,1,Corrientes,94406,11,94417,11000000,5005000,37152,24038000,19068000,5890000,3256,0,32.66
2018,1,Entre Ríos,197346,48,197394,18000000,8861000,90080,45599000,37401000,9818000,5071,0,48.68
2018,1,Formosa,32328,0,32328,1110000,3803000,10092,5117000,10061000,1091000,1046,0,21.4
2018,1,Jujuy,44405,1,44406,345000000,4807000,27219,8044000,3925000,49000000,4,0,23.12
2018,1,La Pampa,82668,396,83064,245000000,8119000,67104,1616000,1076000,614000000,98,3503000,71.75
2018,1,La Rioja,52228,17,52245,9000000,1485000,40680,4217000,5831000,19000000,1,0,51.44
2018,1,Mendoza,199463,1484,200947,20000000,1662000,164599,501000000,266000000,19000000,72,33788000,37.07
2018,1,Misiones,103580,0,103580,48000000,4700000,35820,23291000,26223000,10241000,3219,0,30.96
2018,1,Neuquén,115897,2006,117903,1396000,2367000,59468,1311000,29012000,9709000,7378,6105000,61.52
2018,1,Río Negro,110057,1062,111119,409000000,5333000,74894,530000000,17997000,4972000,3129,3975000,49.82
2018,1,Salta,133182,1,133183,116000000,4459000,60334,33088000,30771000,5145000,88,0,39.78
2018,1,San Juan,62610,658,63268,22000000,1058000,57078,11000000,0,3000000,0,5068000,32.61
2018,1,San Luis,21096,300,21396,57000000,101000000,11920,11000000,0,7000000,2,9284000,15.15
2018,1,Santa Cruz,33970,435,34405,26000000,120000000,28600,655000000,100000000,1000000,3,4267000,33.55
2018,1,Santa Fe,679717,309,680026,1359000,33639000,262008,108576000,188900000,39589000,22801,23181000,62.28
2018,1,Santiago Del Estero,82916,2,82918,41000000,2910000,41298,18914000,3449000,33000000,2,17589000,34.99
2018,1,Tierra Del Fuego,31106,508,31614,6000000,307000000,33987,2000000,0,0,0,107000000,65.2
2018,1,Tucumán,168026,31,168057,16000000,7472000,78811,45675000,26405000,1218000,7082,1305000,41.18
2017,4,Buenos Aires,3171206,10690,3181896,3865000,55046000,1551194,264645000,712513000,335140000,151747,114182000,57.61
2017,4,Capital Federal,1575418,6906,1582324,314000000,31411000,517018,284040000,458120000,178396000,114939,0,122.9
2017,4,Catamarca,29548,10,29558,34000000,3182000,15315,5904000,2927000,43000000,2,2151000,28.62
2017,4,Chaco,96603,12,96615,70000000,3432000,37144,24088000,20123000,7290000,3289,1035000,30.81
2017,4,Chubut,91012,2428,93440,67000000,4313000,83676,5355000,7000000,5000000,9,0,51.46
2017,4,Córdoba,709874,105,709979,291000000,25411000,280837,102892000,217602000,40898000,24251,8429000,63.33
2017,4,Corrientes,93760,11,93771,11000000,5220000,41080,23686000,16046000,5053000,2675,0,32.52
2017,4,Entre Ríos,193654,49,193703,1685000,9078000,95466,45189000,30010000,7958000,4113,0,47.89
2017,4,Formosa,32056,0,32056,1110000,4061000,13220,4867000,6996000,977000000,824,0,21.27
2017,4,Jujuy,43551,1,43552,345000000,5364000,26566,7721000,3507000,44000000,3,0,22.74
2017,4,La Pampa,81675,396,82071,310000000,8729000,66053,1227000,792000000,391000000,81,3503000,71.05
2017,4,La Rioja,52177,17,52194,9000000,1488000,40777,4083000,5813000,22000000,3,0,51.57
2017,4,Mendoza,178661,1490,180151,26000000,1656000,177646,438000000,278000000,29000000,81,0,33.33
2017,4,Misiones,103895,0,103895,1053000,3900000,41723,23131000,22262000,9091000,2735,0,31.14
2017,4,Neuquén,114965,2006,116971,1396000,2372000,68036,1325000,22781000,7528000,6300,6105000,61.24
2017,4,Río Negro,108702,1062,109764,409000000,5598000,81078,485000000,12502000,3447000,2440,3719000,49.38
2017,4,Salta,132811,1,132812,636000000,4275000,73284,32842000,18968000,3559000,84,0,39.8
2017,4,San Juan,57965,659,58624,22000000,1062000,57525,9000000,0,2000000,2,0,30.3
2017,4,San Luis,14604,300,14904,59000000,101000000,12822,8000000,0,1000000,7,1902000,10.59
2017,4,Santa Cruz,29018,434,29452,68000000,78000000,29073,655000000,100000000,1000000,3,0,28.91
2017,4,Santa Fe,672137,323,672460,3109000,34132000,309998,108939000,151329000,30736000,19602,14119000,61.71
2017,4,Santiago Del Estero,68842,2,68844,41000000,3091000,43544,18773000,3359000,32000000,2,0,29.13
2017,4,Tierra Del Fuego,28346,508,28854,6000000,310000000,31334,2000000,0,0,0,0,59.89
2017,4,Tucumán,162298,34,162332,105000000,8164000,78750,45241000,24318000,1303000,4367,0,39.9
2017,3,Buenos Aires,3046758,11202,3057960,6577000,51411000,1733479,311652000,676137000,140812000,108400,0,55.63
2017,3,Capital Federal,1563289,7070,1570359,283000000,33924000,590689,311411000,426300000,120675000,91917,0,121.86
2017,3,Catamarca,33467,11,33478,52000000,3204000,15383,5758000,2563000,50000000,1,0,32.49
2017,3,Chaco,93747,12,93759,95000000,3496000,40059,23008000,20307000,3827000,2004,0,29.98
2017,3,Chubut,81067,2477,83544,436000000,3989000,71843,2336000,3000000,0,0,0,46.22
2017,3,Córdoba,696536,108,696644,327000000,26154000,309161,100113000,189302000,38131000,16741,0,62.31
2017,3,Corrientes,92536,12,92548,24000000,5629000,44305,22785000,15576000,2635000,1607,0,32.17
2017,3,Entre Ríos,185414,50,185464,1691000,7545000,98032,42947000,29011000,3878000,2397,0,45.96
2017,3,Formosa,32105,0,32105,1063000,3716000,13752,5187000,6056000,899000000,459,0,21.35
2017,3,Jujuy,43241,1,43242,337000000,5723000,26835,7369000,2962000,41000000,2,0,22.65
2017,3,La Pampa,79280,410,79690,343000000,8244000,64794,855000000,588000000,327000000,51,0,69.14
2017,3,La Rioja,51896,17,51913,16000000,1497000,40882,3899000,5604000,23000000,3,0,51.47
2017,3,Mendoza,190958,1533,192491,32000000,95000000,158461,115000000,67000000,29000000,19,0,35.7
2017,3,Misiones,100476,0,100476,1058000,4123000,42900,22808000,23913000,3843000,1881,0,30.21
2017,3,Neuquén,113755,2029,115784,2036000,1457000,72532,1034000,20213000,7067000,4937,0,60.83
2017,3,Río Negro,106393,1103,107496,422000000,5641000,83900,306000000,10116000,2965000,1659,0,48.52
2017,3,Salta,132517,1,132518,645000000,4494000,78830,32433000,14620000,2315000,63,0,39.84
2017,3,San Juan,61789,660,62449,31000000,1077000,57582,1000000,0,2000000,2,0,32.37
2017,3,San Luis,21408,311,21719,63000000,3000000,12325,7000000,0,1000000,7,0,15.48
2017,3,Santa Cruz,33222,468,33690,188000000,23000000,29102,542000000,66000000,33000000,1,0,33.29
2017,3,Santa Fe,662086,256,662342,3116000,34019000,320017,104453000,125339000,24536000,12982,0,60.91
2017,3,Santiago Del Estero,82792,2,82794,69000000,3288000,40435,18489000,3047000,30000000,2,0,35.12
2017,3,Tierra Del Fuego,30883,583,31466,9000000,297000000,33858,0,0,0,0,0,65.74
2017,3,Tucumán,160979,33,161012,109000000,8948000,83070,45302000,20514000,1361000,655,0,39.7
2017,2,Buenos Aires,3067430,11201,3078631,7548000,47472000,1910156,299009000,573298000,93059000,46178,0,56.27
2017,2,Capital Federal,1592175,8016,1600191,556000000,35663000,726223,304970000,378571000,80234000,37977,0,124.06
2017,2,Catamarca,26692,13,26705,15000000,3318000,15655,5325000,2342000,47000000,1,0,25.98
2017,2,Chaco,90597,14,90611,191000000,3733000,42590,22349000,18044000,3157000,545,0,29.05
2017,2,Chubut,62245,1730,63975,403000000,4186000,73760,1880000,0,0,0,0,35.55
2017,2,Córdoba,657505,133,657638,251000000,26862000,370865,88479000,146683000,20351000,5069,0,58.97
2017,2,Corrientes,90085,12,90097,15000000,5912000,46483,21776000,13043000,2218000,647,0,31.39
2017,2,Entre Ríos,182675,57,182732,1680000,7944000,104422,41800000,23524000,2604000,823,0,45.39
2017,2,Formosa,29956,0,29956,1486000,3419000,14787,4795000,4583000,749000000,139,0,19.97
2017,2,Jujuy,42656,1,42657,311000000,5877000,26915,6974000,2538000,42000000,1,0,22.4
